File,D_refs_1,D1_misses_1,D_refs_2,D1_misses_2
82, 21143489, 80145, 25527749, 56657
83, 21771381, 82007, 34330308, 81065
84, 22405201, 85794, 24119596, 24274
85, 23044518, 87719, 25349588, 13797
86, 23706636, 91594, 24470458, 12802
87, 24376759, 93582, 25275047, 15363
88, 25047682, 97681, 26849845, 24614
89, 25736641, 99824, 41222557, 98781
90, 26449644, 104015, 27777169, 19042
91, 27147136, 106232, 29375062, 17399
92, 27876200, 110758, 29040541, 16873
93, 28620109, 113054, 29698079, 17407
94, 29370600, 117673, 30353611, 14639
95, 30132497, 120040, 33354752, 41709
96, 30905563, 124884, 31949233, 14938
97, 31694283, 127415, 51745249, 126190
98, 32489429, 132375, 35226317, 34573
99, 33307849, 134990, 35423710, 30138
